show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2431,TV Show,Hidden Road 2,,"Sofia Lopez, Omar Khan, Grace Hassan, Yuki Novak, Raj Tanaka, Aarav Wang, Liam Garcia, Anna Sato",,"December 11, 2011",2010,TV-MA,2 Seasons,TV Comedies,A heartfelt story about survival.
s6346,TV Show,Last Promise,,"Yuki Brown, Grace Petrov, Omar Khan, Diego Smith, Liam Rossi, John Tanaka, Sofia Kumar",China,"November 7, 2021",2021,TV-14,4 Seasons,"International TV Shows, TV Dramas",A hilarious story about ambition.
s3216,Movie,Burning Promise,Fatima Novak,"Sofia Petrov, Fatima Khan, Raj Tanaka",India,"August 21, 2021",2021,TV-MA,114 min,Thrillers,A hilarious story about family.
s1941,TV Show,Rising Garden,,"Maria Kumar, Ahmed Sato, Maria Sharma, Ahmed Petrov",United States,"July 28, 2013",2012,TV-Y7,3 Seasons,"British TV Shows, TV Dramas",A chilling story about ambition.
s5038,Movie,Dark City,Fatima Lopez,"Chen Ali, Ahmed Rossi, Grace Hassan, Elena Sharma",,"May 3, 2021",2021,TV-MA,51 min,"Documentaries, International Movies",A chilling story about survival.
s2883,Movie,Frozen River,Ahmed Petrov,"Ahmed Brown, John Wang, Aarav Tanaka, John Novak, Sofia Khan, Elena Petrov",Canada,"December 1, 2021",2021,PG-13,88 min,"Documentaries, International Movies",A sweeping story about survival.
s2473,Movie,  Wild Story II,Aarav Tanaka,"Grace Sato, Liam Lopez, John Hassan, Grace Wilson, John Petrov, Raj Wilson",Germany,"June 23, 2021",2021,PG-13,68 min,Thrillers,A gripping story about family.
s6823,Movie,Dark Night Forever,Anna Sato,"Aarav Tanaka, Yuki Kumar, Fatima Lopez, Fatima Novak",United States,,2005,NR,150 min,Comedies,A sweeping story about survival.
s2213,TV Show,Wild Horizon II,,"Raj Hassan, Elena Rossi, Hiroshi Wang, Omar Sato",United States,"December 7, 2016",2014,TV-14,1 Season,Reality TV,A sweeping story about ambition.
s1452,Movie,Distant Shadow Begins,Fatima Brown,"Sofia Kumar, Maria Wilson, Diego Hassan",India,"September 15, 2019",2018,PG-13,85 min,Horror Movies,A heartfelt story about love.
s5873,TV Show,Hidden Empire Forever,,"Aarav Tanaka, Fatima Khan, John Sato, Maria Brown, John Wilson, Chen Smith",,"March 4, 2021",2021,TV-G,1 Season,Kids' TV,A hilarious story about revenge.
s4402,Movie,Endless River Begins,Liam Wang,"John Brown, Ahmed Sato, Yuki Wang, Sofia Tanaka, Fatima Khan, Raj Novak, Maria Ali, Grace Wang",Mexico,"March 27, 2017",2012,PG,136 min,Action & Adventure,A sweeping story about love.
s7732,Movie,Burning City,Chen Wilson,"Liam Kumar, Diego Rossi, Sofia Novak, Diego Garcia, Yuki Sharma, Diego Sato, Hiroshi Hassan",United States,"July 5, 2018",2017,TV-PG,89 min,Comedies,A hilarious story about love.
s6588,TV Show,Lost City Returns,,"Sofia Hassan, John Wilson, Sofia Novak, Fatima Brown, Chen Smith",United States,"February 19, 2019",2017,,1 Season,Anime Series,A chilling story about family.
s2815,TV Show,Burning Empire,,"Liam Hassan, Raj Rossi, Hiroshi Ali, Raj Sato",United Kingdom,"July 19, 2014",2012,TV-Y7,2 Seasons,Docuseries,A hilarious story about family.
s5552,Movie,Last Night,Liam Lopez,"John Sharma, Diego Rossi, Liam Sharma, Maria Novak, Aarav Tanaka, Ahmed Wilson, Omar Lopez",United States,"January 27, 2019",2019,NR,95 min,Action & Adventure,A gripping story about love.
s5554,TV Show,Silent Dream,,"Yuki Rossi, John Sharma, Omar Novak, Anna Kumar, Yuki Wilson",United Kingdom,"March 2, 2010",2009,TV-MA,6 Seasons,Kids' TV,A sweeping story about survival.
s7050,Movie,Distant Summer,Aarav Garcia,"Sofia Novak, Grace Sharma, Liam Brown, Aarav Wilson, Raj Hassan",South Korea,"February 18, 2020",2015,PG-13,67 min,Documentaries,A chilling story about revenge.
s6409,Movie,Crimson Empire,Maria Brown,"Fatima Petrov, Ahmed Garcia, Elena Rossi, Yuki Tanaka, Diego Wang, John Kumar, Elena Khan, Maria Smith",South Korea,"June 15, 2010",2007,TV-G,87 min,Thrillers,A heartfelt story about revenge.
s3171,Movie,Lost Journey Forever,Chen Ali,"Liam Tanaka, Liam Smith, John Wilson, Sofia Wilson, Elena Hassan, Omar Kumar",United States,"June 21, 2015",2012,R,113 min,"Comedies, International Movies",A heartfelt story about revenge.
s7038,Movie,Broken Story,Yuki Tanaka,"Raj Lopez, Hiroshi Sharma, Grace Smith, Anna Ali",United States,"March 10, 2009",2008,NR,122 min,Comedies,A sweeping story about survival.
s4566,TV Show,Wild Night,,"Sofia Khan, Omar Novak, Aarav Brown, John Ali",United States,"April 12, 2021",2021,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas",A hilarious story about family.
s2893,TV Show,Burning Empire Forever,,"Elena Sharma, Omar Rossi, Diego Smith, Ahmed Hassan, Grace Kumar",United States,"May 17, 2015",2015,TV-PG,1 Season,Kids' TV,A chilling story about revenge.
s333,TV Show,Endless Promise,,"Raj Wilson, Hiroshi Smith, Yuki Hassan, Ahmed Ali, Omar Wilson, Liam Garcia",Turkey,"April 19, 2008",2006,TV-PG,2 Seasons,"International TV Shows, TV Dramas",A heartfelt story about survival.
s6239,Movie,Lost Kingdom II,Liam Novak,"Raj Brown, Maria Smith, Ahmed Tanaka, Yuki Tanaka, Sofia Hassan, Fatima Novak",Spain,"November 19, 2008",2000,G,89 min,Action & Adventure,A gripping story about family.
s3750,Movie,Last Kingdom,Aarav Hassan,"Liam Rossi, Grace Hassan, Yuki Sato, Raj Smith, Omar Novak",United Kingdom,"December 3, 2018",2013,TV-MA,108 min,Horror Movies,A chilling story about ambition.
s6362,TV Show,Silent Empire Returns,,"John Tanaka, Chen Novak, Omar Sharma, Anna Garcia, Ahmed Ali, Ahmed Brown",Egypt,"May 3, 2008",2006,TV-14,1 Season,Docuseries,A sweeping story about family.
s3134,Movie,Distant Horizon 2,Omar Novak,"Hiroshi Tanaka, Sofia Ali, John Kumar, Fatima Smith, Aarav Wang, Ahmed Sharma",United States,"August 20, 2012",2007,TV-G,94 min,"Dramas, International Movies",A hilarious story about ambition.
s492,TV Show,Dark Journey Forever,,"Elena Khan, Fatima Garcia, Grace Garcia, Anna Sharma",France,"January 28, 2008",2006,TV-MA,1 Season,Docuseries,A gripping story about survival.
s6914,Movie,Endless Summer,Ahmed Lopez,"Diego Novak, Anna Garcia, Fatima Wang",France,"December 19, 2019",2018,TV-G,108 min,"Dramas, International Movies",A gripping story about ambition.
s7649,Movie,Last Journey Returns,Grace Wang,"Aarav Khan, Anna Khan, John Tanaka, John Hassan, John Kumar, Diego Rossi, Yuki Tanaka",Canada,"October 16, 2015",2012,PG-13,86 min,Thrillers,A gripping story about survival.
s5368,Movie,Dark Night Returns,Maria Kumar,"Fatima Wilson, Grace Khan, Ahmed Wang, John Wilson, Sofia Tanaka, Chen Khan",India,"November 18, 2020",2019,TV-PG,98 min,Action & Adventure,A gripping story about survival.
s4776,Movie,  Crimson Kingdom,Aarav Garcia,"Liam Wang, Sofia Tanaka, Liam Kumar, Maria Sato, Liam Wilson",Australia,"April 5, 2010",2008,TV-G,67 min,Children & Family Movies,A hilarious story about love.
s949,Movie,Distant Night Returns,Diego Ali,"Raj Tanaka, Chen Wang, Anna Wang, Anna Sato, Grace Rossi, John Sharma",Canada,"October 8, 2021",2021,PG,122 min,"Dramas, International Movies",A heartfelt story about survival.
s6187,TV Show,Hidden River,,"Ahmed Wang, Hiroshi Garcia, Sofia Wilson, Diego Garcia, Sofia Tanaka, Grace Brown, Hiroshi Khan",India ,"April 2, 2021",2021,TV-Y7,1 Season,"British TV Shows, TV Dramas",A hilarious story about revenge.
s5948,Movie,Rising Dream Begins,Hiroshi Smith,"Grace Smith, Grace Smith, Anna Kumar, John Novak",Japan ,"August 4, 2012",2012,TV-14,75 min,Action & Adventure,A gripping story about love.
s338,Movie,  Secret Garden Returns,Chen Brown,"Sofia Sato, Sofia Garcia, Elena Ali, Omar Sharma, Yuki Wang, Diego Tanaka, Yuki Brown",India,"August 21, 2008",1998,R,104 min,"Comedies, International Movies",A hilarious story about family.
s2996,Movie,Broken Shadow,Maria Tanaka,"Elena Wilson, Omar Hassan, Raj Smith, Liam Wilson, Hiroshi Rossi, Chen Hassan, Yuki Smith",,"September 27, 2010",2009,TV-PG,92 min,"Comedies, International Movies",A sweeping story about family.
s1942,Movie,Lost Horizon,Aarav Sato,"Aarav Kumar, Chen Novak, Liam Tanaka, Yuki Novak",,"November 27, 2014",2009,R,92 min,Children & Family Movies,A sweeping story about family.
s4411,Movie,Last River,John Ali,"Ahmed Ali, Yuki Petrov, Ahmed Smith, Raj Brown, Chen Ali",United Kingdom,"October 12, 2010",2005,NR,109 min,Documentaries,A gripping story about family.
s2442,Movie,Rising Shadow,Omar Ali,"Omar Wilson, Anna Lopez, Liam Wilson",United States,"November 14, 2011",2011,TV-PG,93 min,"Comedies, International Movies",A hilarious story about love.
s5531,TV Show,Last Journey,,"Fatima Petrov, Grace Wang, Liam Smith, Aarav Wang, Hiroshi Hassan, Diego Petrov",Australia,"July 6, 2021",2021,TV-14,5 Seasons,TV Comedies,A chilling story about love.
s4165,Movie,Last Journey,Aarav Sharma,,United Kingdom,"January 18, 2008",2001,G,158 min,Horror Movies,A sweeping story about revenge.
s2882,TV Show,Rising Promise,,"Diego Ali, Aarav Petrov, Chen Novak, Grace Wilson, Aarav Wilson, Hiroshi Petrov, Grace Lopez",United States,"June 23, 2021",2021,TV-Y,2 Seasons,Docuseries,A chilling story about survival.
s2671,TV Show,Broken Story,,"Aarav Sato, Yuki Ali, Ahmed Petrov, Chen Lopez, Yuki Sato",India,"June 17, 2009",2009,TV-Y7,1 Season,"International TV Shows, TV Dramas",A gripping story about family.
s3346,Movie,Endless Dream 2,Raj Petrov,"Omar Novak, Liam Garcia, Ahmed Khan, Aarav Sharma, Liam Ali",United States,"July 9, 2017",2017,PG,93 min,Documentaries,A heartfelt story about family.
s7424,TV Show,Endless Dream Begins,,,Germany,"August 5, 2008",1999,TV-PG,1 Season,Docuseries,A gripping story about revenge.
s6976,TV Show,Frozen Empire,,"Raj Sato, Aarav Sato, Grace Khan",United States,"December 19, 2015",2015,TV-MA,1 Season,"Crime TV Shows, TV Dramas",A heartfelt story about ambition.
s6117,Movie,Broken Kingdom II,Liam Tanaka,,United States,"August 24, 2010",2010,NR,99 min,"Dramas, Independent Movies",A chilling story about survival.
s4180,Movie,Burning Empire,Maria Kumar,"Ahmed Garcia, Grace Khan, Chen Wilson, Maria Hassan, Raj Smith, Grace Garcia, Hiroshi Brown",South Korea,"April 23, 2021",2021,TV-MA,90 min,"Comedies, International Movies",A gripping story about survival.
s4246,Movie,Lost Summer,Aarav Garcia,"Hiroshi Sharma, Maria Kumar, Fatima Sato, Hiroshi Smith, Omar Kumar, Elena Brown, Fatima Brown",United States,"November 6, 2014",2013,NR,97 min,"Dramas, Independent Movies",A sweeping story about revenge.
s3460,Movie,Secret Horizon,Sofia Wang,"Chen Garcia, Hiroshi Brown, Hiroshi Novak, Grace Kumar, Sofia Novak, Anna Garcia, Raj Tanaka, Ahmed Garcia",Canada,"December 28, 2008",2007,TV-14,90 min,"Comedies, International Movies",A sweeping story about survival.
s8245,Movie,Wild Shadow,Aarav Brown,,Canada,"June 15, 2013",2008,TV-MA,115 min,"Comedies, International Movies",A gripping story about survival.
s1324,TV Show,Dark Dream II,,"Aarav Petrov, Elena Rossi, Sofia Kumar, Grace Kumar, Maria Brown, Elena Kumar, Fatima Smith, Maria Novak",United States,"June 23, 2021",2021,TV-MA,1 Season,TV Comedies,A hilarious story about ambition.
s3621,Movie,Endless Empire,Ahmed Kumar,"Grace Rossi, Diego Sharma, Liam Petrov, Sofia Wilson",India,"January 13, 2008",2007,R,101 min,"Comedies, International Movies",A gripping story about love.
s3752,Movie,Endless Promise,Ahmed Tanaka,"Ahmed Kumar, Liam Novak, Elena Hassan, Aarav Novak, Ahmed Novak, Grace Rossi, Diego Hassan, Raj Ali",,"August 6, 2008",2004,PG-13,117 min,Children & Family Movies,A chilling story about love.
s7393,Movie,Silent Summer,Diego Tanaka,"Liam Novak, Fatima Garcia, Hiroshi Brown",,"June 28, 2012",2010,PG,66 min,Children & Family Movies,A heartfelt story about ambition.
s4537,Movie,Hidden Horizon Returns,Grace Garcia,"Sofia Petrov, Raj Hassan, Maria Khan",United States,"February 4, 2015",2015,PG-13,90 min,"Dramas, International Movies",A sweeping story about revenge.
s6897,Movie,Distant Kingdom Forever,Elena Petrov,"Raj Wang, Fatima Khan, Anna Ali, Yuki Smith, Hiroshi Rossi, Elena Brown, Sofia Wilson",Japan,"June 17, 2019",2018,PG-13,62 min,"Dramas, International Movies",A hilarious story about survival.
s2694,Movie,Silent Heart,Diego Sharma,"Fatima Wilson, Yuki Sato, Aarav Brown, Omar Smith",China,"October 6, 2016",2014,NR,54 min,"Dramas, Independent Movies",A chilling story about love.
s1482,Movie,Lost Empire,Yuki Smith,"Ahmed Petrov, Anna Wang, Yuki Khan, Grace Tanaka, Ahmed Hassan, Yuki Rossi, Fatima Wang",,"November 7, 2019",2017,PG-13,78 min,Documentaries,A gripping story about ambition.
s7432,Movie,Silent Night Forever,Hiroshi Khan,"Omar Sato, Maria Hassan, Maria Brown, Elena Wang, Yuki Hassan, Omar Smith, Raj Rossi, Liam Sharma",Germany,"March 22, 2014",2013,G,83 min,"Comedies, International Movies",A hilarious story about survival.
s5170,Movie,Golden Empire,Liam Sharma,"Elena Sato, Diego Garcia, Diego Sato, John Brown, Ahmed Tanaka, John Petrov, Grace Ali",United States,"September 22, 2019",2018,G,107 min,"Comedies, International Movies",A hilarious story about revenge.
s7214,Movie,Lost Horizon Returns,Fatima Petrov,"Hiroshi Kumar, Anna Novak, Elena Garcia, Chen Wilson",Canada,"May 13, 2021",2021,TV-MA,71 min,Action & Adventure,A heartfelt story about family.
s3866,Movie,Secret Dream,Anna Lopez,"John Lopez, John Wang, Grace Tanaka",United Kingdom,"September 20, 2020",2015,TV-14,93 min,"Dramas, International Movies",A hilarious story about love.
s4217,TV Show,Endless Journey,Anna Rossi,"Yuki Khan, Ahmed Khan, Elena Tanaka, Aarav Ali, Yuki Kumar, Maria Petrov, Anna Petrov, Liam Wilson",South Korea,"July 25, 2021",2021,TV-PG,4 Seasons,"International TV Shows, TV Dramas",A sweeping story about survival.
s5305,Movie,Burning Empire,Hiroshi Kumar,"Aarav Lopez, Chen Kumar, Aarav Smith",South Korea,"May 17, 2018",2017,TV-14,73 min,"Dramas, International Movies",A heartfelt story about ambition.
s5864,Movie,Golden Journey 2,Elena Hassan,"Yuki Novak, Liam Hassan, Omar Wilson, John Brown, Elena Sato, Elena Kumar, Ahmed Wilson",United States,"June 4, 2015",2015,TV-PG,113 min,Thrillers,A chilling story about love.
s8005,Movie,Last Promise,Hiroshi Brown,"Fatima Tanaka, Grace Novak, Elena Rossi, Omar Khan, Fatima Lopez, John Kumar",United States,"January 17, 2008",2006,TV-G,83 min,"Documentaries, International Movies",A heartfelt story about love.
s5161,TV Show,Endless Story,,"Liam Kumar, Anna Brown, John Smith, Hiroshi Sharma, Yuki Wilson, Elena Sharma",United States,"August 21, 2021",2018,TV-Y,1 Season,Reality TV,A chilling story about survival.
s1923,Movie,Endless Night Forever,Sofia Smith,"Grace Brown, Grace Sato, Yuki Kumar, Raj Wilson",United States,"March 19, 2012",2012,NR,100 min,Thrillers,A chilling story about ambition.
s223,Movie,Frozen Horizon,Hiroshi Novak,"Elena Novak, Anna Brown, Chen Smith",United States,"November 13, 2009",2008,PG,102 min,Thrillers,A gripping story about love.
s6063,TV Show,Last Night,,"Sofia Sharma, Anna Tanaka, Diego Wang",United States,"May 1, 2020",2015,TV-MA,3 Seasons,"British TV Shows, TV Dramas",A hilarious story about love.
s3783,TV Show,Lost City Returns,,"Sofia Brown, John Brown, John Wilson",France,"February 27, 2018",2017,TV-PG,5 Seasons,Reality TV,A chilling story about family.
s4131,TV Show,Endless Journey,Elena Rossi,"Aarav Lopez, Liam Wilson, Anna Brown",Japan,"March 27, 2021",2021,TV-Y,1 Season,Anime Series,A chilling story about family.
s3631,TV Show,Crimson Heart,Elena Smith,"Sofia Sharma, Raj Ali, Anna Wang, Ahmed Rossi",,"March 22, 2021",2021,TV-Y7,8 Seasons,TV Comedies,A heartfelt story about survival.
s5283,Movie,Last Garden,Yuki Novak,"Elena Wilson, Elena Lopez, Diego Tanaka, Chen Tanaka, Sofia Wang",United States,"July 27, 2021",2021,R,133 min,Horror Movies,A hilarious story about ambition.
s7925,TV Show,Rising Summer 2,,"Omar Brown, Elena Tanaka, Liam Rossi, Chen Brown, Liam Novak",India,"November 23, 2019",2019,TV-PG,8 Seasons,Docuseries,A gripping story about survival.
s3094,Movie,Distant Night,Fatima Rossi,"Fatima Rossi, John Kumar, Liam Wilson, Ahmed Rossi",Japan,"July 10, 2014",2012,TV-MA,100 min,Comedies,A hilarious story about family.
s4425,TV Show,Hidden Empire,,"Maria Khan, Maria Khan, Anna Brown, Sofia Hassan, Diego Novak, Omar Smith, Diego Sharma",South Korea,"June 24, 2014",2013,TV-PG,1 Season,"Crime TV Shows, TV Dramas",A sweeping story about revenge.
s3106,Movie,Frozen Promise,John Hassan,"John Wang, Ahmed Wilson, Raj Garcia, Sofia Novak, Aarav Kumar, Fatima Novak, John Wang, Liam Sato",Mexico,"December 12, 2013",2012,NR,65 min,"Dramas, International Movies",A chilling story about family.
s4485,TV Show,Wild Summer,Raj Hassan,"Grace Sharma, John Smith, Grace Tanaka",Spain,"April 8, 2016",2014,TV-Y7,8 Seasons,"British TV Shows, TV Dramas",A heartfelt story about survival.
s389,TV Show,Distant Road II,,"Grace Kumar, Grace Petrov, Fatima Khan, Raj Smith, Elena Hassan, Raj Wilson",United States,"December 19, 2015",2014,TV-14,2 Seasons,Anime Series,A hilarious story about family.
s1184,TV Show,Wild Road II,,"John Wang, Fatima Smith, Grace Khan, Anna Sharma, Maria Wang, Raj Khan, Grace Lopez, Fatima Khan",,"August 27, 2021",2021,TV-G,6 Seasons,Kids' TV,A gripping story about revenge.
s5255,TV Show,Golden Heart,,"Anna Wilson, Grace Kumar, Liam Tanaka, Maria Ali, Liam Lopez, Sofia Lopez",United Kingdom,"May 23, 2018",2016,TV-Y,1 Season,Reality TV,A sweeping story about survival.
s7211,TV Show,  Frozen Heart Returns,,"Aarav Hassan, Raj Novak, Aarav Sharma, Grace Hassan, Aarav Sharma",Nigeria,"October 19, 2021",2021,TV-G,1 Season,Docuseries,A chilling story about family.
s7010,Movie,Broken Night,Ahmed Tanaka,"Diego Novak, Ahmed Kumar, Liam Lopez",Mexico,"November 17, 2016",2013,R,104 min,"Dramas, Independent Movies",A hilarious story about revenge.
s1882,TV Show,Wild Road,,"Maria Lopez, Ahmed Sato, Anna Sharma, Hiroshi Brown, Yuki Wilson, Maria Tanaka, Hiroshi Sato",United States,"May 24, 2021",2021,TV-PG,3 Seasons,"British TV Shows, TV Dramas",A heartfelt story about survival.
s2929,TV Show,Crimson Story II,,"Raj Wang, Hiroshi Brown, Sofia Hassan, John Wang, Fatima Khan, Fatima Wilson, Liam Kumar",China,"July 10, 2021",2021,TV-Y,6 Seasons,Docuseries,A gripping story about revenge.
s2154,Movie,Crimson Road,John Rossi,"Ahmed Petrov, Ahmed Petrov, Maria Hassan",Mexico,"March 25, 2021",2016,PG,105 min,"Dramas, International Movies",A hilarious story about revenge.
s4068,Movie,Wild Shadow 2,Sofia Petrov,"Chen Garcia, Fatima Rossi, Aarav Wilson, Fatima Sharma, Chen Garcia",Canada,"August 10, 2017",2015,R,98 min,"Dramas, Independent Movies",A heartfelt story about ambition.
s5013,Movie,Endless Empire,Raj Garcia,"John Kumar, Fatima Tanaka, Hiroshi Hassan",United Kingdom,"October 11, 2012",2009,TV-14,98 min,"Dramas, Independent Movies",A sweeping story about revenge.
s3458,Movie,Hidden Promise 2,Fatima Novak,"Fatima Tanaka, Elena Tanaka, Anna Garcia, Omar Khan, Omar Hassan, Sofia Novak, Aarav Wang",Mexico,"January 25, 2014",2013,G,45 min,"Dramas, Independent Movies",A chilling story about family.
s5096,TV Show,Broken Story,,,India,"November 2, 2021",2020,TV-14,1 Season,Anime Series,A hilarious story about revenge.
s85,TV Show,Lost City,,"Liam Wilson, Omar Kumar, Hiroshi Khan",United Kingdom,"December 14, 2008",2005,TV-MA,5 Seasons,Reality TV,A gripping story about family.
s6873,Movie,Frozen Kingdom,Hiroshi Tanaka,"Yuki Khan, Sofia Khan, John Brown, John Petrov, Raj Petrov, Omar Wang, Yuki Wang, Elena Garcia",United States,"December 21, 2014",2014,TV-MA,69 min,"Documentaries, International Movies",A chilling story about family.
